position,publicwww_rank,domain,typeform_indexed_match,indexed_typeform_urls,typeform_form_urls,combined_typeform_urls,publicwww_email_candidate_count,publicwww_email_candidates,combined_email_candidates,email_visibility,corporate_status,scan_mode,verification_eligible_emails,valid_emails,invalid_emails,risky_emails,unknown_emails,verification_summary
11377,>30M,thepaintershere.com,yes,,,https://embed.typeform.com/ ; https://thepaintershere.typeform.com/to/RiPCPZ,0,,thepaintershere@yahoo.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11378,>30M,slbrokerage.net,yes,,,https://form.typeform.com/to/sx0CqYnl,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11379,>30M,3streams.church,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11380,>30M,slimdent.com,no,,,,0,,info@slimdent.com ; su@email.com,showing_email_candidates,not_flagged,contact_pages,info@slimdent.com,,,,info@slimdent.com,valid=0; invalid=0; risky=0; unknown=1
11381,>30M,2hourglass.com,yes,,,https://form.typeform.com/to/lJ2QU5d4,0,,email@company.com ; sales@2hourglass.com,showing_email_candidates,not_flagged,contact_pages,sales@2hourglass.com,,,,sales@2hourglass.com,valid=0; invalid=0; risky=0; unknown=1
11382,>30M,modelsmethod.com,no,,,https://modelsmethod.typeform.com/,0,,support@modelsmethod.com,showing_email_candidates,not_flagged,contact_pages,support@modelsmethod.com,,,,support@modelsmethod.com,valid=0; invalid=0; risky=0; unknown=1
11383,>30M,bymura.com,yes,,,https://quiz.typeform.com/to/zPeVaiEB,0,,collabs@bymura.com ; posdata@bymura.com ; products@bymura.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11384,>30M,grafiklandia.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11385,>30M,mpulsedigital.com,yes,,,https://87ciptzirh9.typeform.com/to/LiMooPgP,0,,mitchpalm3r@gmail.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11386,>30M,intheloopstudio.com,yes,,,https://nzqgw10avlu.typeform.com/to/scNWQNtg,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11387,>30M,blockchainacceleration.org,yes,,,https://form.typeform.com/to/jes7CS,0,,info@baf.network,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11388,>30M,vamosprojects.com,yes,,,https://form.typeform.com/to/yVdhSPHZ,0,,info@vamosprojects.com ; makweb9909@gmail.com ; sales@vamosprojects.com,showing_email_candidates,not_flagged,contact_pages,info@vamosprojects.com ; sales@vamosprojects.com,,,,info@vamosprojects.com ; sales@vamosprojects.com,valid=0; invalid=0; risky=0; unknown=2
11389,>30M,rootsapothecary.com,yes,,,https://rootsapothecary.typeform.com/to/jEHjxZ9z,0,,info@rootsapothecary.c ; info@rootsapothecary.com ; wholesale@rootsapothecary.com,showing_email_candidates,not_flagged,contact_pages,info@rootsapothecary.com,,,,info@rootsapothecary.com,valid=0; invalid=0; risky=0; unknown=1
11390,>30M,marinemedical.solutions,yes,,,,0,,office@marinemedical.solutions,showing_email_candidates,not_flagged,contact_pages,office@marinemedical.solutions,,,,office@marinemedical.solutions,valid=0; invalid=0; risky=0; unknown=1
11391,>30M,countryliving.online,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11392,>30M,clsio.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11393,>30M,instinct-coaching.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11394,>30M,manospormiregion.org,yes,,,https://8k1jeqdtpg5.typeform.com/to/ehz99J24 ; https://8k1jeqdtpg5.typeform.com/to/qJ36QChw,0,,hola@manospormiregion.org,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11395,>30M,everetturbanliving.com,yes,,,https://9q15dhup8ry.typeform.com/to/lLWq1ozO,0,,nsam.occhiuto@gmail.com ; sam.occhiuto@gmail.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11396,>30M,velo-in-paris.com,yes,,,,0,,contact@velo-in-paris.com,showing_email_candidates,not_flagged,contact_pages,contact@velo-in-paris.com,contact@velo-in-paris.com,,,,valid=1; invalid=0; risky=0; unknown=0
11397,>30M,luxusjobs.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11398,>30M,bar-sandbixen.dk,no,,,,0,,kontakt@bfa-ba.dk ; sim@bam-bus.dk ; videntjeneste@bam-bus.dk,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11399,>30M,s4cd.org,yes,,,https://carbondividends.typeform.com/to/FAXMNJzp,0,,info@s4cd.org,showing_email_candidates,not_flagged,contact_pages,info@s4cd.org,,,,info@s4cd.org,valid=0; invalid=0; risky=0; unknown=1
11400,>30M,iomusic.academy,no,,,https://nativeinstruments.typeform.com/to/QKYngmPy,0,,contact@iomusic.academy,showing_email_candidates,not_flagged,contact_pages,contact@iomusic.academy,contact@iomusic.academy,,,,valid=1; invalid=0; risky=0; unknown=0
11401,>30M,airbnb-auto.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11402,>30M,architec-k.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11403,>30M,highfrontieroutpost.org,yes,,,https://highfrontieroutpost.typeform.com/to/yrk9GY,0,,mail@highfrontieroutpost.org,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11404,>30M,orimo-trap.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11405,>30M,glotheory.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11406,>30M,ezsimulation.com,yes,,,https://bcmsurvey.typeform.com/to/RLxH8l ; https://embed.typeform.com/,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11407,>30M,nxsure.com,no,,,,0,,hello@nxsure.com ; privacy@nxsure.com ; you@agency.com,showing_email_candidates,not_flagged,contact_pages,hello@nxsure.com,hello@nxsure.com,,,,valid=1; invalid=0; risky=0; unknown=0
11408,>30M,interior-replus.co.jp,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11409,>30M,robbiekinggolf.com,yes,,,,0,,dave@lab6.com ; impallari@gmail.com ; robbie@robbiekinggolf.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11410,>30M,nategarrido.com,yes,,,https://3qr69m7huew.typeform.com/to/TImK8pBL,0,,contact@nategarrido.com ; nate.garrido@gmail.com,showing_email_candidates,not_flagged,contact_pages,contact@nategarrido.com,contact@nategarrido.com,,,,valid=1; invalid=0; risky=0; unknown=0
11411,>30M,straffr.com,yes,,,https://straffr.typeform.com/to/WZz6OWdY,0,,press@straffr.com ; straffr_logo_120x@2x.png,showing_email_candidates,not_flagged,contact_pages,press@straffr.com,,,,press@straffr.com,valid=0; invalid=0; risky=0; unknown=1
11412,>30M,kisshouse.co.uk,no,,,,0,,support@kisshouse.co.uk,showing_email_candidates,not_flagged,contact_pages,support@kisshouse.co.uk,,,,support@kisshouse.co.uk,valid=0; invalid=0; risky=0; unknown=1
11413,>30M,victorycenter.church,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11414,>30M,vibrantworldbatik.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11415,>30M,batikvibrant.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11416,>30M,themojoclinic.com,no,,,https://embed.typeform.com/,0,,example@gmail.com ; info@themojoclinic.com ; press@themojoclinic.com,showing_email_candidates,not_flagged,contact_pages,info@themojoclinic.com ; press@themojoclinic.com,,,,info@themojoclinic.com ; press@themojoclinic.com,valid=0; invalid=0; risky=0; unknown=2
11417,>30M,yarrowfinancial.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11418,>30M,shioiri-k.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11419,>30M,dancitytour.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11420,>30M,newpathpro.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11421,>30M,hosokawazouenkaihatsu.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11422,>30M,healthyandwholeyou.com,yes,,,https://qmjyo68lwr5.typeform.com/to/NytY2jfy,0,,core@3.27.0 ; styles@1.4.1,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11423,>30M,cc-carrefour-lospatios.com,yes,,,https://carmila.pro.typeform.com/to/kKJ1APjF,0,,comercializacion@carmila.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11424,>30M,mattereum.com,yes,,,https://mattereum.typeform.com/to/syxBKlMl,0,,mattereum_logo_gradient@2x.png ; sales@mattereum.com ; sq_mattereum_logo_gradient_bg@2x.png,showing_email_candidates,not_flagged,contact_pages,sales@mattereum.com,,,,sales@mattereum.com,valid=0; invalid=0; risky=0; unknown=1
11425,>30M,pavicamp.cat,no,,,,0,,pavicamp@pavicamp.cat,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11426,>30M,dancemusictribe.com,no,,,,0,,business@dancemusictribe.com ; jobs@dancemusictribe.com,showing_email_candidates,not_flagged,contact_pages,jobs@dancemusictribe.com,,,,jobs@dancemusictribe.com,valid=0; invalid=0; risky=0; unknown=1
11427,>30M,ksl-muenster.de,yes,,,https://lucasschnurre.typeform.com/to/bFLDckOj,0,,debora.stockmann@ksl-muenster.de ; info@ksl-arnsberg.de ; info@ksl-duesseldorf.de ; info@ksl-koeln.de ; info@ksl-msi-nrw.de ; info@ksl-muenster.de ; info@ksl-nrw.de ; info@ksl-owl.de ; info@lag-selbsthilfe-nrw.de ; lisa.voessing@ksl-muenster.de ; maher.seger@ksl-muenster.de ; marcel.scharf@ksl-muenster.de ; martina.steinke@ksl-muenster.de ; oliver.schneider@ksl-muenster.de ; so-geht-vielfalt@ksl-muenster.de ; tomik.leusbrock@ksl-muenster.de ; uikit@3.6.22,showing_email_candidates,not_flagged,contact_pages,info@ksl-muenster.de,,,,info@ksl-muenster.de,valid=0; invalid=0; risky=0; unknown=1
11428,>30M,redriceventures.com,yes,,,https://rsml6ai1lws.typeform.com/to/qwAzhUZq,0,,info@redriceventures.com,showing_email_candidates,not_flagged,contact_pages,info@redriceventures.com,,,,info@redriceventures.com,valid=0; invalid=0; risky=0; unknown=1
11429,>30M,tondles.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11430,>30M,gatorjuniorgolf.org,no,,,,0,,gatorjuniorgolfassociation@gmail.com ; growthegame@gatorjuniorgolf.org,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11431,>30M,geekatrons.io,yes,,,https://embed.typeform.com/ ; https://geekatrons.typeform.com/to/porBru,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11432,>30M,apollovital.de,no,,,https://los-gehts.typeform.com/,0,,info@appliner.de,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11433,>30M,youmove.cloud,no,,,https://embed.typeform.com/,0,,info@youmove.cloud,showing_email_candidates,not_flagged,contact_pages,info@youmove.cloud,,,,info@youmove.cloud,valid=0; invalid=0; risky=0; unknown=1
11434,>30M,osezvousdefendre.com,yes,,,https://ingenium-consultants.typeform.com/to/kFRLddF1,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11435,>30M,maconnerie-gerardmer.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11436,>30M,timelapsecorp.com,no,,,,0,,info@timelapse.cl,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11437,>30M,olasmedia.com,no,,,https://ivc.typeform.com/,0,,chad@olasmedia.com ; info@olasmedia.com ; jc@olasmedia.com ; juan@ivc.media ; lina@olasmedia.com,showing_email_candidates,not_flagged,contact_pages,info@olasmedia.com,,,,info@olasmedia.com,valid=0; invalid=0; risky=0; unknown=1
11438,>30M,studiodak.com,yes,,,https://form.typeform.com/to/ihLqzWQo,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11439,>30M,artsofyoga.at,no,,,https://survey.typeform.com/to/wBLRgVCC,0,,info@artsofyoga.at,showing_email_candidates,not_flagged,contact_pages,info@artsofyoga.at,,,,info@artsofyoga.at,valid=0; invalid=0; risky=0; unknown=1
11440,>30M,generationz.education,no,,,https://embed.typeform.com/,0,,bootstrap@5.0.2 ; darine.chatila@generationz.education ; farah.taha@generationz.education ; gina@generationz.education ; hiba@generationz.education ; info@generationz.education,showing_email_candidates,not_flagged,contact_pages,info@generationz.education,,,,info@generationz.education,valid=0; invalid=0; risky=0; unknown=1
11441,>30M,miriampdmoda.com,no,,,https://coachhbl.typeform.com/,0,,collaborator-martitoatasan@gmail.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11442,>30M,navihome-oomiya.jp,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11443,>30M,aibetsu-bl.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11444,>30M,vetlifegroup.com,no,,,,0,,flags@2x.png,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11445,>30M,minimalistmastery.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11446,>30M,kurtzmonumentco.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11447,>30M,7828011.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11448,>30M,sumainozaou.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11449,>30M,satrafficlawyer.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11450,>30M,shaniwigs.com,yes,,,https://jdgogddwzj6.typeform.com/to/UFP4c9pq,0,,info@shaniwigs.com ; intl-tel-input@24.6.0,showing_email_candidates,not_flagged,contact_pages,info@shaniwigs.com,,,,info@shaniwigs.com,valid=0; invalid=0; risky=0; unknown=1
11451,>30M,heaviside.digital,yes,,,https://form.typeform.com/to/xIz3VB70,0,,chris@heavisidegroup.com ; hello@heaviside.digital ; jason@heavisidegroup.com ; noreply@mail.heaviside.digital,showing_email_candidates,not_flagged,contact_pages,hello@heaviside.digital,hello@heaviside.digital,,,,valid=1; invalid=0; risky=0; unknown=0
11452,>30M,inboxautopilot.com,yes,,,https://form.typeform.com/to/kuZaySWT,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11453,>30M,futurebuzz.mu,no,,,,0,,athi@futurebuzz.mu ; hi@futurebuzz.mu ; logo@1x.png ; slick-carousel@1.8.1,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11454,>30M,lumimoney.com,yes,,,https://lumimoney.typeform.com/to/h4PfJ9Pe,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11455,>30M,zirqon.com,yes,,,https://isidreturull.typeform.com/to/V866mFDJ,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11456,>30M,topologyinteriors.com,yes,,,https://embed.typeform.com/ ; https://topologyinteriors.typeform.com/to/ljx2HR,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11457,>30M,logintonas.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11458,>30M,alexisclarke.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11459,>30M,casitahollywood.com,no,,,,0,,info@casitahollywood.com,showing_email_candidates,not_flagged,contact_pages,info@casitahollywood.com,,,,info@casitahollywood.com,valid=0; invalid=0; risky=0; unknown=1
11460,>30M,copyrockstars.com,yes,,,https://copyrockstars.typeform.com/to/JMRn4a,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11461,>30M,bahamaeats.com,yes,,,https://bahamaeats.typeform.com/to/BKMbww6z ; https://bahamaeats.typeform.com/to/YVPFki,0,,support@bahamaeats.com,showing_email_candidates,not_flagged,contact_pages,support@bahamaeats.com,,,,support@bahamaeats.com,valid=0; invalid=0; risky=0; unknown=1
11462,>30M,piperise.com,yes,,,https://evmxcrq034j.typeform.com/to/QaBWzHjO,0,,flags@2x.png ; hugo@the.direct,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11463,>30M,nihonbashi-ns.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11464,>30M,americanautoprotect.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11465,>30M,njjoegroup.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11466,>30M,secureadmins.com,yes,,,https://form.typeform.com/to/AIqKqgTM,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11467,>30M,crftsmncoffee.com,no,,,,0,,email@example.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11468,>30M,jeremyravine.com,yes,,,https://r4e96c3htno.typeform.com/to/ncXAbrMA,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11469,>30M,ep-elite.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11470,>30M,wakamate.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11471,>30M,firstyearslearningcenter.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11472,>30M,ellevatedoutcomes.com,yes,,,https://form.typeform.com/to/uqCN9Wgj,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11473,>30M,suzietaylordesigns.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11474,>30M,riharicarroll.com,no,,,https://embed.typeform.com/,0,,flags@2x.png,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11475,>30M,unicornsfactory.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11476,>30M,eventresidenz.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11477,>30M,nightshadesecurity.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11478,>30M,bestillfloat.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11479,>30M,solselites.net,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11480,>30M,maxkorpinen.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11481,>30M,featureddentist.com,yes,,,https://embed.typeform.com/ ; https://form.typeform.com/to/aeCfEuV4 ; https://my-form.typeform.com/to/aeCfEuV4,0,,support@featureddentist.com,showing_email_candidates,not_flagged,contact_pages,support@featureddentist.com,,,,support@featureddentist.com,valid=0; invalid=0; risky=0; unknown=1
11482,>30M,codeoftalent.com,no,,,,0,,contact@codeoftalent.com ; jane@company.com,showing_email_candidates,not_flagged,contact_pages,contact@codeoftalent.com,contact@codeoftalent.com,,,,valid=1; invalid=0; risky=0; unknown=0
11483,>30M,sphere.tech,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11484,>30M,hopechurchtucson.org,no,,,,0,,church@hopechurchtucson.org ; kyle@customchurchapps.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11485,>30M,standardandtwain.com,yes,,,https://fs0io0hkxip.typeform.com/to/tLYVowdV,0,,info@standardandtwain.com,showing_email_candidates,not_flagged,contact_pages,info@standardandtwain.com,,,,info@standardandtwain.com,valid=0; invalid=0; risky=0; unknown=1
11486,>30M,thebiharmail.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11487,>30M,design-thinking-workshop.de,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11488,>30M,cubicup.com,yes,,,https://cubicup1.typeform.com/to/cevZrQa7,0,,img-logo-elespanol@3x.png ; img-logo-elpais@3x.png ; img-logo-elreferente@3x.png ; img-logo-estilo-deco@3x.png ; img-logo-pizcadehogar@3x.png,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11489,>30M,wanyanjie.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11490,>30M,dylm.agency,yes,,,https://5k5h1cdd93g.typeform.com/to/dymfvHPl,0,,contact@dylmagency.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11491,>30M,merchloop.com,yes,,,https://stokedonprinting.typeform.com/to/O2Qt8jQk,0,,2_97bd9b03-8366-4a9a-827d-f3e63b4dba51_993x@2x.png ; 3_1112x@2x.png ; 7_535x@2x.png ; asset_6_98x@2x.png ; custom-swag-box_1792x@2x.webp ; hello@merchloop.com ; laptop-mobile-together_2591x@2x.png ; merchloop-aboutus-banner_55755145-03c7-48c5-9131-c22751d909ee_2240x@2x.webp ; merchloop-branded-swag-store-header-mobile_1792x@2x.webp ; merchloop-branded-swag-store-header_56c99575-b827-4fa2-b9c1-57f1963d964a_1792x@2x.webp ; merchloop-stress-free-swag-store_1716x@2x.webp ; merchloop1x_-_copy_745x@2x.png ; no-annual-fee-icon_95x@2x.png ; sop-shirt-mockup-merchloop_1796x@2x.webp ; web_icons-v2-08_401x@2x.png ; web_icons-v2-09_401x@2x.png ; web_icons-v2-09_b8d989dd-1e8b-4650-b165-0531d178f80b_401x@2x.png ; web_icons-v2-10_401x@2x.png,showing_email_candidates,not_flagged,contact_pages,hello@merchloop.com,hello@merchloop.com,,,,valid=1; invalid=0; risky=0; unknown=0
11492,>30M,missionhomeslubbock.com,yes,,,https://form.typeform.com/to/XqK6Oafv,0,,lalbwilliams@gmail.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11493,>30M,dahdahstudio.com,yes,,,https://8ni3f766kjb.typeform.com/to/LzjzHnio,0,,contact@dahdahstudio.com,showing_email_candidates,not_flagged,contact_pages,contact@dahdahstudio.com,contact@dahdahstudio.com,,,,valid=1; invalid=0; risky=0; unknown=0
11494,>30M,sync-fitness.com,no,,,,0,,hello@sync-fitness.com,showing_email_candidates,not_flagged,contact_pages,hello@sync-fitness.com,hello@sync-fitness.com,,,,valid=1; invalid=0; risky=0; unknown=0
11495,>30M,majorconfusions.com,yes,,,https://3xbbvko2rhu.typeform.com/to/rJFGvFke ; https://3xbbvko2rhu.typeform.com/to/VoPgZ1gp,0,,dina@majorconfusions.com,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11496,>30M,organicsidekick.com,yes,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11497,>30M,gdengineering.net,yes,,,,0,,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com ; 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com ; 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com ; 460ff4620fa44cba8df530afde949785@sentry.wixpress.com ; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com ; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com ; 78f7996315bc402f9dcb8a2f974b82d1@sentry.wixpress.com ; 8c4075d5481d476e945486754f783364@sentry.io ; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com ; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com ; amministrazione@gdengineering.net ; c183baa23371454f99f417f6616b724d@sentry.wixpress.com ; core-js-bundle@3.2.1 ; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com ; ed436f5053144538958ad06a5005e99a@sentry.wixpress.com ; focus-within-polyfill@5.0.9 ; info@gdengineering.net ; intl-segmenter@11.7.10 ; lodash@4.17.23 ; react-dom@18.3.1 ; react@18.3.1 ; rspack@1.6.8,showing_email_candidates,not_flagged,contact_pages,info@gdengineering.net,,,,info@gdengineering.net,valid=0; invalid=0; risky=0; unknown=1
11498,>30M,shesonthemoney.com,yes,,,https://sotm.typeform.com/,0,,typed.js@2.0.16,showing_email_candidates,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11499,>30M,mightyprivatedining.com,no,,,,0,,,no_public_email_found,not_flagged,contact_pages,,,,,,valid=0; invalid=0; risky=0; unknown=0
11500,>30M,streetfins.com,yes,,,https://streetfins.typeform.com/to/dM07zZkY,0,,apatel@streetfins.com ; info@streetfins.com ; john@doe.com ; rgupta@streetfins.com ; schoi@streetfins.com,showing_email_candidates,not_flagged,contact_pages,info@streetfins.com,,,,info@streetfins.com,valid=0; invalid=0; risky=0; unknown=1
